participant	text_id	sentence_id	text	token_count	fix_count	fix_prob	mean_fix_dur	first_fix_dur	first_pass_dur	tot_fix_dur	refix_count	reread_prob	tot_regr_from_dur	scaled_first_pass_dur	scaled_fix_count	scaled_tot_fix_dur	scaled_tot_regr_from_dur
avg	1-152	1284	Annie racked her brains in vain.	6	4.214285714285714	3.071428571428572	699.0476190476189	703.7857142857142	758.3571428571429	860.4285714285713	0.42857142857142855	0.49999999999999994	40.214285714285715	6.102586036031339	5.761482675261884	5.855228157073233	0.7160845564854621
avg	1-152	1285	"I'm sorry, sir, but it's clean gone.	7	5.285714285714286	3.2857142857142856	904.8095238095237	887.5714285714287	949.5	1104.7857142857142	0.6428571428571428	0.7857142857142856	279.57142857142856	8.894127956103109	8.380338436744559	8.779850076382262	4.9782503624939585
avg	1-152	1286	I don't think I can have noticed it."	8	5.928571428571428	3.428571428571428	949.2857142857143	956.3571428571429	1022.5	1227.7142857142858	1.0	1.2857142857142856	343.57142857142856	9.960254952483286	9.95165189363416	10.251137513719545	6.117880491465493
avg	1-152	1287	"It does not matter," said Poirot, not betraying any sign of disappointment.	12	9.499999999999998	6.2857142857142865	1479.0357142857147	1484.6428571428573	1686.1428571428573	1918.0714285714284	0.7857142857142856	1.7857142857142854	1379.5000000000002	19.652413390221263	18.681171098576407	18.513771495047152	24.56437129556613
avg	1-152	1288	"Now I want to ask you about something else.	9	5.571428571428571	3.1428571428571432	940.9404761904763	957.1428571428571	1024.9285714285713	1136.357142857143	0.6428571428571428	0.9285714285714285	447.3571428571429	9.99572297388928	9.078699973139937	9.157717041694918	7.9659637251659845
avg	1-152	1289	There is a saucepan in Mrs. Inglethorp's room with some cocoa in it.	13	9.42857142857143	5.857142857142856	1465.7142857142858	1463.642857142857	1580.357142857143	1853.857142857143	1.0	1.357142857142857	428.0	18.107468104860164	18.506580714477572	17.74521402487504	7.621276487497139
avg	1-152	1290	Did she have that every night?"	6	4.285714285714286	2.8571428571428568	722.6071428571428	715.2142857142857	723.4285714285714	866.4285714285714	0.6428571428571429	0.6428571428571428	348.21428571428567	5.592472434045129	5.936073059360729	5.927039978535369	6.200554552160972
avg	1-153	1291	"Yes, sir, it was put in her room every evening, and she warmed it up in the night...whenever she fancied it."	21	13.785714285714285	10.214285714285714	2302.517857142857	2303.428571428572	2664.9285714285716	2840.285714285714	0.7857142857142856	1.9999999999999998	426.3571428571429	33.94706919393706	29.156594144507107	29.55141943430435	7.5920225890972
avg	1-153	1294	"Yes, sir, made with milk, with a teaspoonful of sugar, and two teaspoonfuls of rum in it."	17	13.64285714285714	7.928571428571428	2179.5586734693875	2209.1428571428564	2367.7142857142853	2880.285714285714	2.2142857142857144	2.2857142857142856	513.7142857142857	29.606409280103485	28.807413376309416	30.030164910718575	9.1475668387983
avg	1-153	1295	"Who took it to her room?"	6	4.285714285714286	2.714285714285714	723.9285714285714	722.9285714285714	749.3571428571428	827.2857142857142	0.49999999999999994	0.6428571428571428	981.0	5.9711457214091235	5.936073059360729	5.4585533337585925	17.468393070641806
avg	1-153	1300	"When I went to draw the curtains, as a rule, sir."	11	7.571428571428571	4.785714285714286	1303.9047619047617	1358.357142857143	1459.8571428571427	1521.0714285714287	0.3571428571428571	1.0714285714285714	552.0714285714286	16.347628336862748	13.967230727907598	13.762222641635995	9.830581771005571
avg	1-153	1301	"Did you bring it straight up from the kitchen then?"	10	6.428571428571428	5.071428571428571	1219.6071428571427	1209.857142857143	1293.1428571428569	1335.9999999999998	0.21428571428571427	0.5	263.21428571428567	13.91285298505127	11.173784582326078	11.547169910583758	4.686983287120652
avg	1-153	1302	"No, sir, you see there's not much room on the gas stove, so Cook used to make it early, before putting the vegetables on for supper.	26	18.785714285714285	11.142857142857142	3288.940476190477	3292.5000000000005	3500.571428571429	3901.7857142857138	1.7857142857142851	2.785714285714286	1164.2142857142856	46.15119808889956	41.37792103142626	42.25612751464678	20.730838696548037
avg	1-153	1303	Then I used to bring it up, and put it on the table by the swing door, and take it into her room later."	24	14.285714285714283	8.785714285714286	2458.964285714286	2471.3571428571427	2587.0	2940.428571428571	1.714285714285714	1.9285714285714284	1288.2142857142858	32.80896297764472	30.37872683319902	30.749992930612812	22.93887207143039
avg	1-154	1304	"The swing door is in the left wing, is it not?"	11	6.357142857142858	5.214285714285714	1294.345238095238	1306.642857142857	1338.9285714285713	1355.3571428571427	0.07142857142857142	0.21428571428571427	164.07142857142858	14.581529506264278	10.999194198227233	11.778848525062786	2.9215741141156424
avg	1-154	1306	"And the table, is it on this side of the door, or on the farther...servants' side?"	16	12.714285714285715	7.0	1876.4387755102043	1876.142857142857	2256.714285714286	2778.2142857142862	1.7142857142857142	2.0	632.7857142857142	27.985312066429522	26.537738383024436	28.808509043225854	11.267838518480831
avg	1-154	1308	"What time did you bring it up last night?"	9	6.214285714285714	4.214285714285714	1071.9202380952381	1068.9285714285713	1100.357142857143	1347.9285714285716	1.0714285714285712	0.7142857142857142	569.8571428571429	11.09731799167545	10.650013430029542	11.689938650871577	10.147287018900563
avg	1-154	1309	"About quarter-past seven, I should say, sir."	7	7.142857142857142	3.642857142857143	1048.932142857143	1040.0714285714284	1288.2142857142856	1625.4999999999998	1.2142857142857142	1.5	340.42857142857144	13.840873765139108	12.919688423314525	15.012090296131694	6.061916511917784
avg	1-154	1310	"And when did you take it into Mrs. Inglethorp's room?"	10	7.785714285714285	4.571428571428571	1304.7142857142858	1305.5714285714284	1351.0	1594.5	1.2142857142857142	1.2857142857142854	331.99999999999994	14.757826436194076	14.49100188020413	14.641062551910677	5.911831294039835
avg	1-154	1311	"When I went to shut up, sir.	7	5.5	3.2142857142857144	852.2142857142858	843.4285714285714	886.0	1118.7142857142858	1.0714285714285714	0.9999999999999999	556.2142857142858	7.966743514046381	8.904109589041095	8.946556090490787	9.904352471318461
avg	1-154	1313	Mrs. Inglethorp came up to bed before I'd finished."	9	8.071428571428571	4.142857142857143	1133.935714285714	1174.4285714285713	1335.2142857142858	1721.5714285714287	1.5714285714285712	1.7142857142857142	1176.2142857142858	14.527284297055115	15.189363416599512	16.16193434216229	20.944519345730203
avg	1-155	1314	"Then, between 7.15 and 8 o'clock, the cocoa was standing on the table in the left wing?"	17	11.357142857142856	8.357142857142854	1974.6666666666663	1997.2142857142853	2074.428571428571	2367.357142857143	1.4285714285714284	1.4999999999999998	309.7857142857143	25.323124106779606	23.220521085146377	23.891109078342623	5.516267711327618
avg	1-155	1316	Annie had been growing redder and redder in the face, and now she blurted out unexpectedly: "And if there was salt in it, sir, it wasn't me.	27	19.28571428571429	13.142857142857146	3350.1369047619046	3339.5000000000005	3509.6428571428564	3985.571428571429	1.7857142857142856	2.714285714285715	930.7142857142858	46.28368158062194	42.60005372011818	43.2589283072073	16.57296939787846
avg	1-155	1317	I never took the salt near it."	7	7.500000000000001	3.5	1025.820238095238	1005.0	1102.857142857143	1677.7142857142858	2.357142857142857	1.9999999999999998	963.6428571428571	11.133829190181618	13.792640343808753	15.637024123379552	17.159319274503318
avg	1-155	1318	"What makes you think there was salt in it?"	9	5.357142857142858	4.499999999999999	967.9166666666666	986.2857142857143	1038.0	1078.0	0.21428571428571427	0.42857142857142855	223.5	10.186624383221542	8.554928820843404	8.459261587712025	3.979802091017781
avg	1-155	1320	"Seeing it on the tray, sir."	6	5.071428571428571	2.4285714285714284	776.5892857142858	780.2142857142858	798.0	1105.0	1.3571428571428568	1.2142857142857142	358.71428571428567	6.681549326629184	7.856567284448023	8.782414784291625	6.387525120195364
avg	1-155	1321	"You saw some salt on the tray?"	7	5.571428571428571	3.214285714285714	902.3214285714286	936.6428571428572	960.9285714285716	1160.7142857142858	1.0714285714285714	1.2142857142857142	1348.2857142857142	9.06103629213132	9.078699973139937	9.449238840725721	24.008547225967284
avg	1-156	1323	Coarse kitchen salt, it looked.	5	6.2857142857142865	2.857142857142857	793.027380952381	776.2142857142858	909.7857142857142	1387.0714285714287	1.7142857142857144	1.7142857142857144	393.5	8.314121488405089	10.824603814128391	12.158425295648351	7.0069446210984205
avg	1-156	1324	I never noticed it when I took the tray up, but when I came to take it into the mistress's room I saw it at once, and I suppose I ought to have taken it down again, and asked Cook to make some fresh.	44	27.785714285714285	18.785714285714285	4867.184523809522	4897.5714285714275	5082.714285714284	5746.428571428569	2.9285714285714284	3.7857142857142865	1460.2857142857147	69.25757085780452	63.37630942788072	64.3339881010705	26.00289995166748
avg	1-156	1325	But I was in a hurry, because Dorcas was out, and I thought maybe the cocoa itself was all right, and the salt had only gone on the tray.	29	19.785714285714285	12.428571428571429	3335.5297619047624	3349.714285714286	3621.785714285714	3931.3571428571427	1.5714285714285712	2.571428571428572	1413.4999999999998	47.92146962789874	43.82218640881009	42.61005720613873	25.16979980158225
avg	1-156	1326	So I dusted it off with my apron, and took it in."	12	6.785714285714286	4.642857142857143	1243.607142857143	1261.2142857142856	1350.642857142857	1412.0714285714287	0.2857142857142857	0.6428571428571428	296.2857142857143	14.752610550693191	12.046736502820302	12.457641218407241	5.275876980997685
avg	1-156	1327	I had the utmost difficulty in controlling my excitement.	9	7.0	4.5	1181.4166666666667	1191.2857142857142	1401.642857142857	1509.0714285714287	0.5714285714285714	1.5714285714285714	145.64285714285714	15.497439000219067	12.570507655116838	13.61859899871173	2.593421688585892
avg	1-156	1328	Unknown to herself, Annie had provided us with an important piece of evidence.	13	9.499999999999998	6.642857142857143	1643.3571428571427	1669.4285714285713	1753.7857142857142	1929.785714285714	0.8571428571428572	1.4999999999999998	322.99999999999994	20.640302104088214	18.681171098576407	18.6539755274256	5.751570807153213
avg	1-156	1329	How she would have gaped if she had realized that her "coarse kitchen salt" was strychnine, one of the most deadly poisons known to mankind.	25	18.142857142857142	12.142857142857144	3081.535714285714	3065.0	3353.4285714285716	3888.642857142857	2.071428571428571	2.642857142857143	813.7142857142856	44.00225326253639	39.806607574536656	42.098825429539254	14.489583068352367
avg	1-156	1330	I marvelled at Poirot's calm.	5	3.571428571428571	2.142857142857143	485.09523809523813	478.7142857142857	545.1428571428571	706.3571428571429	0.6428571428571428	0.8571428571428571	384.42857142857144	2.9887023920050915	4.1901692183722785	4.011203170242023	6.845412225585714
avg	1-157	1332	I awaited his next question with impatience, but it disappointed me.	11	6.857142857142856	4.571428571428571	1161.6845238095239	1171.142857142857	1237.5	1362.7142857142858	0.5714285714285714	0.8571428571428571	262.85714285714283	13.100218024013937	12.221326886919144	11.866903496617548	4.680623743990231
avg	1-157	1333	"When you went into Mrs. Inglethorp's room, was the door leading into Miss Cynthia's room bolted?"	16	11.214285714285715	7.6428571428571415	1912.017857142857	1914.357142857143	2036.214285714286	2185.285714285714	0.5714285714285714	1.2857142857142856	344.57142857142856	24.765024358185297	22.871340316948693	21.71196225802145	6.135687212230673
avg	1-157	1335	Yes, sir; it always was.	5	3.571428571428571	2.714285714285714	712.8928571428571	736.7142857142857	808.7142857142857	833.9285714285716	0.14285714285714285	0.5714285714285714	18.571428571428573	6.838025891655627	4.1901692183722785	5.538059278948813	0.33069624278191856
avg	1-157	1336	It had never been opened."	5	4.5	2.5714285714285716	804.0952380952381	793.9285714285714	834.9285714285714	995.3571428571429	0.7857142857142857	0.8571428571428571	256.3571428571429	7.220871887420329	6.459844211657264	7.470139237334783	4.564880059016561
avg	1-157	1337	"And the door into Mr. Inglethorp's room?	7	7.428571428571428	3.357142857142857	846.2829131652662	847.5	874.2857142857143	1548.142857142857	2.0714285714285716	0.9999999999999999	490.3571428571429	7.7956624696174694	13.618049959709907	14.08623074085205	8.731652718068736
avg	1-157	1338	Did you notice if that was bolted too?"	8	5.5	3.214285714285714	778.4464285714286	791.8571428571429	840.0	1033.2857142857142	0.9285714285714284	0.8571428571428571	215.35714285714286	7.294937461532846	8.904109589041095	7.924092537291839	3.834804507644171
avg	1-157	1340	"I couldn't rightly say, sir; it was shut but I couldn't say whether it was bolted or not."	18	12.285714285714286	7.142857142857142	2075.4666666666667	2088.642857142857	2180.7857142857147	2641.357142857142	1.5714285714285712	1.5714285714285714	1439.9999999999998	26.876414808942123	25.490196078431367	27.17051559178004	25.641677901859527
avg	1-157	1341	"When you finally left the room, did Mrs. Inglethorp bolt the door after you?"	14	9.142857142857142	5.285714285714284	1461.5119047619046	1474.7142857142856	1573.285714285714	1769.9285714285713	1.2142857142857142	1.4999999999999996	1328.9285714285716	18.004193571942707	17.808219178082187	16.740703427041623	23.663859988298444
avg	1-158	1342	"No, sir, not then, but I expect she did later.	10	6.142857142857142	4.785714285714286	1129.3214285714287	1149.357142857143	1215.857142857143	1289.0714285714287	0.4285714285714285	0.7857142857142856	133.71428571428572	12.784135362660521	10.475423045930697	10.985498878433505	2.381012948029814
avg	1-158	1343	She usually did lock it at night.	7	3.571428571428571	2.928571428571429	751.5	748.857142857143	748.857142857143	810.4285714285716	0.2857142857142857	0.2857142857142857	81.42857142857143	5.963843481707893	4.1901692183722785	5.256796311555458	1.4499758337361044
avg	1-158	1344	The door into the passage, that is."	7	5.714285714285714	3.142857142857143	963.2023809523808	968.0714285714286	1030.5	1232.4285714285713	0.9999999999999999	1.2142857142857142	351.14285714285717	10.077090787703032	9.427880741337628	10.307561087725505	6.252702805830429
avg	1-158	1345	"Did you notice any candle grease on the floor when you did the room yesterday?"	15	9.357142857142858	6.714285714285712	1597.4595238095237	1605.5714285714287	1690.571428571429	1914.857142857143	1.1428571428571428	1.4285714285714284	598.2857142857143	19.717090370432196	18.331990330378723	18.475300876406727	10.653506652082115
avg	1-158	1348	Mrs. Inglethorp didn't have a candle, only a reading-lamp."	9	8.142857142857142	4.785714285714286	1137.8809523809523	1157.142857142857	1280.7857142857142	1530.2857142857144	1.1428571428571428	1.6428571428571428	345.28571428571433	13.732383346720773	15.363953800698354	13.872505081738561	6.148406298491517
avg	1-158	1349	"Then, if there had been a large patch of candle grease on the floor, you think you would have been sure to have seen it?"	25	15.071428571428571	11.571428571428571	2755.595238095238	2767.5000000000005	2840.7857142857147	3008.571428571429	0.9285714285714284	1.3571428571428568	510.1428571428571	36.51537121457111	32.29922105828632	31.565570045789904	9.083971407494085
avg	1-158	1350	"Yes, sir, and I would have taken it out with a piece of blotting-paper and a hot iron."	18	10.714285714285715	7.928571428571428	1803.9285714285713	1805.1428571428569	1984.857142857143	2141.571428571429	0.6428571428571427	1.6428571428571428	363.2142857142857	24.014980023158536	21.64920762825678	21.18876184451163	6.467655363638676
avg	1-158	1351	Then Poirot repeated the question he had put to Dorcas: "Did your mistress ever have a green dress?"	18	13.142857142857142	8.142857142857142	2195.434523809524	2183.928571428571	2363.2142857142853	2736.9285714285716	1.6428571428571423	2.2857142857142856	831.1428571428572	29.540689122792372	27.5852806876175	28.314375319355456	14.79992877311694
avg	1-159	1353	"Nor a mantle, nor a cape, nor a...how do you call it?...a sports coat?"	14	10.642857142857146	6.642857142857143	1884.0238095238092	1897.2857142857142	2072.7142857142853	2340.3571428571427	1.2142857142857142	1.9999999999999996	402.3571428571429	25.298087856375375	21.474617244157937	23.56795588176302	7.164661290732875
avg	1-159	1355	"Nor anyone else in the house?"	6	3.9285714285714284	2.857142857142857	765.0714285714287	762.2857142857142	762.2857142857142	868.8571428571429	0.5	0.5	320.7142857142858	6.159960776541033	5.063121138866504	5.956106668174803	5.7108697311185175
avg	1-159	1358	"You are sure of that?"	5	3.285714285714286	2.5	566.7142857142858	562.8571428571429	581.9285714285714	669.7142857142858	0.42857142857142855	0.5	194.42857142857142	3.525938598595885	3.4918076819769004	3.5726381177411373	3.46213528020147
avg	1-159	1361	That is all I want to know.	7	3.7142857142857144	2.4285714285714284	691.3571428571429	691.0	699.2857142857143	792.3571428571429	0.3571428571428571	0.4285714285714285	337.6428571428571	5.239878574185542	4.539349986569969	5.040505944532603	6.012312075500495
avg	1-159	1363	With a nervous giggle, Annie took herself creakingly out of the room.	12	9.071428571428571	5.2142857142857135	1447.8809523809525	1483.2142857142858	1591.3571428571431	1809.7857142857144	1.1428571428571428	1.5714285714285714	581.2857142857142	18.268117378287318	17.63362879398334	17.21773909818294	10.350792399074049
avg	1-159	1364	My pent-up excitement burst forth.	5	4.0	2.571428571428571	637.0	633.9285714285714	714.4285714285716	777.1428571428571	0.3571428571428571	0.7857142857142856	56.21428571428571	5.461032119422918	5.237711522965349	4.8584116829679065	1.0009920887283457
avg	1-159	1365	"Poirot," I cried, "I congratulate you!	6	4.285714285714286	3.142857142857143	792.7738095238095	800.0	863.2142857142858	912.7142857142858	0.14285714285714285	0.5714285714285714	160.07142857142856	7.633970019090143	5.936073059360729	6.481016886957541	2.8503472310549207
avg	1-159	1366	This is a great discovery."	5	3.642857142857143	2.5	531.2857142857142	544.0	581.4285714285714	645.2857142857142	0.3571428571428571	0.6428571428571428	216.07142857142858	3.5186363588946508	4.364759602471124	3.2802614160738788	3.8475235939050143
avg	1-159	1367	"What is a great discovery?"	5	3.2857142857142856	2.2857142857142856	589.6785714285714	600.2142857142858	600.2142857142858	664.2142857142858	0.3571428571428571	0.3571428571428571	124.28571428571428	3.792991936241017	3.4918076819768986	3.5068106147341824	2.2131210093866858
avg	1-159	1368	"Why, that it was the cocoa and not the coffee that was poisoned.	13	10.000000000000002	5.785714285714287	1644.642857142857	1650.4285714285716	1714.0	2125.0	1.7857142857142854	1.9285714285714284	847.5714285714286	20.05925245929002	19.90330378726833	20.990424432854304	15.092467757116328
avg	1-159	1370	Of course it did not take effect until the early morning, since the cocoa was only drunk in the middle of the night."	23	12.785714285714285	9.357142857142858	2403.345238095238	2378.714285714286	2509.214285714286	2580.0714285714284	0.3571428571428571	0.7857142857142856	648.5714285714288	31.672943115552734	26.712328767123278	26.43700912970254	11.548930324845466
avg	1-160	1371	"So you think that the cocoa...mark well what I say, Hastings, the cocoa...contained strychnine?"	14	13.714285714285715	8.285714285714285	1977.8095238095239	1992.5	2330.4999999999995	2838.285714285714	2.4285714285714284	3.214285714285714	504.2142857142858	29.062914010911634	28.982003760408265	29.527482160483636	8.978402991529089
avg	1-160	1373	That salt on the tray, what else could it have been?"	11	6.285714285714285	4.999999999999999	1165.857142857143	1178.7142857142858	1205.4285714285716	1261.142857142857	0.3571428571428571	0.5714285714285713	315.35714285714283	12.631831506034782	10.824603814128388	10.651231947580001	5.615476584162193
avg	1-160	1374	"It might have been salt," replied Poirot placidly.	8	6.642857142857143	4.142857142857142	1154.9642857142856	1173.0	1345.0	1412.9285714285713	0.3571428571428571	1.2142857142857142	223.42857142857142	14.670199559779267	11.697555734622615	12.467900050044685	3.978530182391697
avg	1-160	1376	If he was going to take the matter that way, it was no good arguing with him.	17	9.428571428571429	6.857142857142858	1690.5119047619048	1693.9999999999995	1749.3571428571424	1897.7142857142858	0.6428571428571427	0.9285714285714284	474.85714285714283	20.575625123877277	18.50658071447757	18.270124243657776	8.45564854620844
avg	1-160	1377	The idea crossed my mind, not for the first time, that poor old Poirot was growing old.	17	10.214285714285714	7.7142857142857135	1796.8380952380953	1818.642857142857	2010.4999999999998	2150.285714285714	0.5714285714285714	1.2857142857142856	514.7857142857143	24.38948060212182	20.42707493956486	21.293059966159007	9.166645468189566
avg	1-161	1378	Privately I thought it lucky that he had associated with him some one of a more receptive type of mind.	20	16.71428571428571	9.285714285714285	2419.190476190476	2477.0000000000005	2724.000000000001	3370.9999999999995	3.0714285714285716	3.3571428571428577	1015.142857142857	34.80977665578287	36.314799892559755	35.90334602315733	18.0763653939101
avg	1-161	1379	Poirot was surveying me with quietly twinkling eyes.	8	7.142857142857143	4.857142857142857	1124.1181972789116	1132.857142857143	1342.357142857143	1525.2857142857144	0.7857142857142856	1.1428571428571428	89.28571428571428	14.631602007072743	12.919688423314529	13.81266189718678	1.5898857826053776
avg	1-161	1380	"You are not pleased with me, mon ami?"	8	6.142857142857142	3.2142857142857144	1063.202380952381	1049.0714285714284	1195.0714285714287	1247.2142857142856	0.2857142857142857	0.7857142857142856	340.7857142857142	12.480570826509219	10.475423045930697	10.484525933471476	6.068276055048204
avg	1-161	1381	"My dear Poirot," I said coldly, "it is not for me to dictate to you.	15	10.35714285714286	6.071428571428572	1665.0285714285712	1688.2142857142858	1840.7857142857142	2201.9285714285716	1.357142857142857	1.714285714285714	1420.0714285714284	21.910891812102943	20.776255707762555	21.911154572315233	25.286815395182007
avg	1-161	1382	You have a right to your own opinion, just as I have to mine."	14	8.857142857142858	6.0	1587.9642857142858	1585.6428571428569	1679.0714285714287	1826.5714285714284	0.7857142857142857	1.0	374.2857142857143	19.54913885730381	17.10985764168681	17.418641217749617	6.664801200681743
avg	1-161	1383	"A most admirable sentiment," remarked Poirot, rising briskly to his feet.	11	10.714285714285715	7.071428571428571	1589.004761904762	1631.7142857142858	1892.0714285714287	2231.5714285714284	1.4999999999999998	2.071428571428571	600.9285714285713	22.659892970029528	21.64920762825678	22.265939166443623	10.700567271247232
avg	1-161	1384	"Now I have finished with this room.	7	5.357142857142857	3.071428571428571	854.75	826.7857142857143	942.9285714285713	1131.5714285714284	0.7857142857142857	1.0	199.0	8.798155662886888	8.554928820843404	9.1004385650525	3.543537432270866
avg	1-161	1385	By the way, whose is the smaller desk in the corner?"	11	8.928571428571429	5.2857142857142865	1374.452380952381	1359.2857142857142	1486.3571428571427	1794.2857142857142	1.6428571428571426	1.5714285714285714	575.5	16.734647041028154	17.284448025785654	17.032225226072427	10.247767800361222
avg	1-161	1389	He tried the roll top tentatively.	6	5.142857142857142	2.714285714285714	779.3095238095239	797.6428571428571	830.3571428571429	1065.142857142857	1.1428571428571428	1.0	906.0714285714287	7.1541085530090465	8.031157668546868	8.30537911315031	16.134160921879374
avg	1-161	1391	But perhaps one of Mrs. Inglethorp's keys would open it."	10	7.714285714285713	4.357142857142858	1040.1214285714286	1024.357142857143	1160.3571428571427	1402.2857142857142	1.2142857142857142	1.5714285714285712	637.8571428571429	11.973586755823536	14.316411496105282	12.340519557213044	11.358144030932818
avg	1-162	1392	He tried several, twisting and turning them with a practiced hand, and finally uttering an ejaculation of satisfaction.	18	14.285714285714286	8.428571428571427	2042.017857142857	2054.785714285714	2319.0	2923.571428571429	2.2142857142857144	2.642857142857143	550.2142857142858	28.894962497783254	30.37872683319903	30.54823590840968	9.79751214672738
avg	1-162	1394	It is not the key, but it will open it at a pinch."	13	9.214285714285714	4.785714285714286	1613.4940476190475	1628.642857142857	1732.142857142857	2049.8571428571427	1.1428571428571428	1.5714285714285712	932.4285714285714	20.324219442734794	17.98280956218103	20.091066859304725	16.60349520490448
avg	1-162	1395	He slid back the roll top, and ran a rapid eye over the neatly filed papers.	16	12.5	7.2142857142857135	2078.940476190476	2065.428571428571	2169.0714285714284	2719.9285714285716	2.142857142857143	1.9999999999999998	1224.857142857143	26.705333764513203	26.0139672307279	28.110908491879414	21.810689120093613
avg	1-162	1396	To my surprise, he did not examine them, merely remarking approvingly as he relocked the desk: "Decidedly, he is a man of method, this Mr.	25	18.57142857142857	11.57142857142857	2987.0297619047606	2982.642857142857	3229.7142857142853	3834.0	2.6428571428571432	3.071428571428572	1134.3571428571431	42.195470525031034	40.85414987912972	41.44482491265197	20.199180890844808
avg	1-162	1398	A 'man of method' was, in Poirot's estimation, the highest praise that could be bestowed on any individual.	18	11.857142857142856	8.571428571428571	2122.4166666666665	2093.9285714285716	2252.071428571429	2479.7857142857147	0.9999999999999999	1.6428571428571426	700.0	27.917505554918066	24.44265377383829	25.236725828121173	12.464704535626161
avg	1-163	1399	I felt that my friend was not what he had been as he rambled on disconnectedly: "There were no stamps in his desk, but there might have been, eh, mon ami?	31	20.42857142857143	13.285714285714285	3508.4583333333335	3531.6428571428573	3710.285714285715	4195.071428571428	2.4999999999999996	2.857142857142857	1221.2142857142858	49.21396605501718	45.3934998656997	45.76635773992678	21.745821780163315
avg	1-163	1401	Yes"...his eyes wandered round the room..."this boudoir has nothing more to tell us. It did	15	11.64285714285714	7.428571428571429	2020.9404761904764	2035.7142857142858	2297.4285714285716	2487.9285714285716	0.8571428571428571	2.1428571428571423	493.7142857142858	28.579923013530014	23.918882621541755	25.334184728676924	8.791432423494697
avg	1-163	1402	not yield much. Only this."	5	4.571428571428571	2.8571428571428577	799.0952380952381	808.0714285714286	846.7857142857142	980.4285714285713	0.7857142857142857	0.8571428571428571	358.9285714285714	7.394039286049593	6.634434595756109	7.291464586315902	6.391340846073618
avg	1-163	1404	a crumpled envelope out of his pocket, and tossed it over to me. It was	15	8.499999999999998	5.7142857142857135	1367.3273809523807	1372.5714285714287	1494.4285714285716	1766.4285714285716	0.857142857142857	1.357142857142857	372.3571428571429	16.852526053348083	16.236905721192578	16.69881319785538	6.630459667777467
avg	1-163	1405	rather a curious document. A plain,	6	5.214285714285714	3.5714285714285716	854.2619047619048	877.357142857143	970.9285714285714	1056.0714285714287	0.42857142857142855	0.8571428571428571	233.85714285714286	9.207081086155998	8.205748052645713	8.196806478320658	4.164228841800005
avg	1-163	1406	dirty looking old envelope with a few words scrawled across it, apparently at random. The following	16	11.07142857142857	7.857142857142858	1815.3511904761906	1802.357142857143	1960.857142857143	2212.571428571429	1.0714285714285714	1.6428571428571428	481.3571428571429	23.6644725174993	22.522159548750995	22.038535065146874	8.571392231182113
avg	1-163	1407	is a facsimile of it.	5	3.142857142857143	1.9999999999999998	521.0714285714286	547.2142857142858	572.8571428571429	695.2857142857143	0.5714285714285714	0.5714285714285714	231.5	3.3934551068734953	3.1426269137792096	3.8786932615916587	4.122255857139224
avg	2-5	1408	"Where did you find this?"	5	4.357142857142858	3.428571428571429	661.1071428571428	660.0714285714286	727.1428571428571	792.8571428571429	0.2857142857142857	0.7142857142857142	16.0	5.646717643254296	6.110663443459575	5.0464902629877795	0.2849075322428837
avg	2-5	1409	I asked Poirot, in lively curiosity.	6	5.5	3.2857142857142856	835.0654761904761	838.0714285714286	1008.6428571428571	1150.7142857142856	0.5	1.3571428571428572	202.92857142857144	9.757878595049082	8.904109589041095	9.329552471622163	3.6134924067055025
avg	2-5	1410	"In the waste-paper waste-paper basket.	5	4.285714285714286	2.3571428571428568	708.1845238095239	709.5714285714286	776.7142857142858	871.9285714285714	0.5	0.6428571428571428	133.0	6.370682550776647	5.936073059360729	5.992867481542325	2.3682938617689704
avg	2-5	1412	"Yes, it is Mrs. Inglethorp's.	5	4.7142857142857135	2.2142857142857144	616.422619047619	643.2857142857143	857.5714285714286	949.6428571428571	0.5	1.1428571428571428	126.85714285714286	7.551559028176215	6.983615363953796	6.923001550004242	2.258909719925721
avg	2-5	1413	But what does it mean?"	5	4.0	2.428571428571429	669.375	670.6428571428571	675.5	788.6428571428571	0.4285714285714285	0.4285714285714285	430.42857142857144	4.8925005998268345	5.237711522965349	4.996051007436995	7.664521380784005
avg	2-5	1415	"I cannot say...but it is suggestive."	6	4.7142857142857135	3.0714285714285716	746.9880952380953	729.6428571428571	902.7142857142858	998.0714285714286	0.3571428571428571	0.9285714285714285	52.28571428571429	8.210846955487636	6.983615363953796	7.502625537520034	0.9310371142937093
avg	2-5	1416	A wild idea flashed across me.	6	5.5	2.928571428571429	778.8630952380952	799.2857142857143	890.4285714285714	1080.0	0.9285714285714285	0.9999999999999999	410.71428571428567	8.031420494257311	8.904109589041095	8.483198861532737	7.313474599984736
avg	2-5	1417	Was it possible that Mrs. Inglethorp's mind was deranged?	9	8.285714285714286	4.714285714285714	1384.0642857142857	1397.3571428571427	1588.0714285714284	1761.9999999999998	0.6428571428571428	1.4285714285714284	616.4285714285714	18.220131231679204	15.713134568896049	16.64580923439523	10.976571443107527
avg	2-5	1418	Had she some fantastic idea of demoniacal possession?	8	9.214285714285715	4.142857142857143	1152.2440476190475	1138.071428571429	1295.1428571428573	1835.7857142857142	2.0	2.357142857142857	394.5714285714286	13.942061943856213	17.982809562181036	17.528923657852182	7.026023250489685
