participant	text_id	sentence_id	text	token_count	fix_count	fix_prob	mean_fix_dur	first_fix_dur	first_pass_dur	tot_fix_dur	refix_count	reread_prob	tot_regr_from_dur
avg	4-16	4250	Hij miste nog steeds die 'laatste schakel', waarover hij gesproken had.	11	7.75	4.625	1307.125	1312.125	1551.5	1607.625	0.25	1.5	713.625
avg	1-135	929	Maar het moet wel gebeuren, en liefst nu meteen!	9	6.6	3.8000000000000007	951.9083333333333	977.8	1021.9	1281.6000000000001	1.4000000000000001	1.4000000000000001	1459.6
avg	4-100	4766	Ze raakt in paniek, rent naar beneden en stopt het door mademoiselle Cynthia gebruikte koffiekopje met schoteltje en al in een grote koperen vaas, waar het later door monsieur Lawrence gevonden wordt.	32	33.625	17.75	4780.260416666667	4791.0	5261.625	6909.125	7.125	7.75	2516.75
avg	1-141	972	Hij liet zich weer op zijn knieen zakken en begon vlug, maar toch systematisch en met de grootste zorg, de as op het haardrooster te doorzoeken.	26	17.5	12.8	2904.211904761905	2944.5	3126.4999999999995	3510.5	1.8000000000000003	2.3000000000000007	563.7
avg	1-173	1279	Poirot stond mij een beetje spotlachend op te nemen.	9	7.3	5.1000000000000005	1273.3500000000001	1287.0	1417.8	1561.1	0.7	1.4	191.1
avg	2-71	1899	Het was me al vaker opgevallen dat, als hij opgewonden was, zijn ogen zo groen werden als die van een kat.	21	13.9	9.7	2465.233333333333	2456.0	2672.0	2875.7	0.7999999999999999	1.7000000000000002	391.4
avg	3-87	3503	Het geheimzinnige doen en laten van Poirot, zijn toespelingen, het klopte allemaal.	12	10.5	7.5	1925.25	1930.125	2166.125	2322.375	0.875	2.25	334.75
avg	1-106	707	Ja, hoe eerder hoe beter, als...als... er misdaad in het spel is.	12	9.900000000000002	6.5	1642.7166666666667	1665.1000000000001	1791.3999999999999	2047.4	1.1	1.8	307.0
avg	3-145	3990	Maar, de volgende dag, geen spoor van Poirot.	8	4.0	3.625	783.5625	780.625	810.0	810.0	0.0	0.125	16.375
avg	1-10	27	Twee jaar geleden was hij getrouwd en met zijn vrouw op Styles komen wonen, hoewel ik een stil vermoeden had dat hij liever een grotere toelage van zijn moeder zou hebben gehad, die hem in staat zou stellen op zichzelf te wonen.	42	40.099999999999994	23.600000000000005	5415.965	5458.7	5899.699999999998	7884.499999999998	9.099999999999996	9.499999999999998	3647.0000000000014
avg	4-96	4743	Ik nam monsters uit alle kopjes en liet die analyseren ÃƒÂ  zonder resultaat.	13	6.625	4.75	1087.4791666666667	1091.0	1169.375	1250.75	0.375	0.875	245.125
avg	1-161	1172	Ik las het etiket zorgvuldig: 'Een poeder voor het slapen, naar behoefte.	12	10.299999999999999	5.5	1468.2033333333334	1463.6999999999998	1696.7999999999997	1961.8999999999996	1.3	1.9	526.0999999999999
avg	3-18	2893	Om heel eerlijk te zijn: er was die morgen enige malen een op zichzelf wild en ongerijmd idee bij me opgekomen.	21	18.5	10.625	2612.15625	2532.875	2824.0	3646.0	3.75	4.0	2131.875
avg	3-148	4024	Het grote ogenblik is aangebroken, zei Poirot peinzend, en ik weet niet wat ik doen moet.	16	11.5	7.75	1938.0	1927.5	2023.625	2360.25	1.625	2.25	546.25
avg	1-34	202	Tiranniseren ze u dan? vroeg ik met een glimlach.	9	7.299999999999999	4.2	1205.8333333333335	1215.0	1414.0	1580.1	0.7999999999999999	1.4000000000000001	825.8
avg	2-105	2162	Kan de strychnine daarin gezeten hebben?	6	4.800000000000001	3.1	670.2916666666666	646.4	766.9	922.6999999999999	0.5	0.8999999999999999	187.7
avg	3-152	4070	Ik heb ze alleen maar genomen als vergelijkingsmateriaal.	8	7.375	4.5	915.84375	923.625	1306.5	1380.0	0.5	1.75	131.25
avg	1-61	390	Dit had vanmorgen al hier gebracht moeten worden.	8	6.2	4.1	1106.7499999999998	1116.1	1116.1	1246.4999999999998	0.7	0.7	176.5
avg	3-34	3010	Het is maar goed dat Ma geen zeggenschap had over het verdere lot van Styles, anders had ze het hem vast en zeker nagelaten.	24	20.125	11.25	3247.833333333333	3194.125	3624.25	4237.0	2.875	3.75	1306.625
avg	1-77	502	Wil jij mevrouw Inglethorp even haar koffie brengen, Cynthia?	9	10.899999999999997	4.6	1386.4983333333334	1369.4	1440.0	2186.0	3.5000000000000004	3.1000000000000005	848.8
avg	1-63	403	Vandaar kun je alle buitenafdelingen zien.	6	7.300000000000001	3.5999999999999996	962.7833333333334	939.1999999999999	1108.9	1515.8999999999999	1.4999999999999998	1.5999999999999999	862.9
avg	3-152	4068	Op nummer twee die van mademoiselle Cynthia.	7	6.625	4.5	990.6458333333334	966.25	1217.75	1319.75	0.375	1.625	163.125
avg	4-68	4570	Maar ik hield plotseling op.	5	2.875	2.0	398.125	419.125	472.5	516.625	0.25	0.75	0.0
avg	2-130	2359	Wat denkt u dan van de verklaring van meneer Mace?	10	8.1	4.699999999999999	1287.875	1378.8999999999999	1505.7	1779.3000000000002	1.2	1.6000000000000003	440.0
avg	1-87	556	Plotseling realiseerde ik me dat Alfred Inglethorp niet bij ons was...dat hij de enige was die verstek liet gaan.	19	16.999999999999996	10.6	2856.3166666666666	2796.9999999999995	3093.6999999999994	3748.9	2.6	3.8000000000000007	2122.0
avg	1-126	863	Het is alleen een voorzorgsmaatregel.	5	3.8000000000000003	1.9000000000000001	480.73571428571427	484.6	744.7	769.5999999999999	0.1	0.7999999999999999	80.1
avg	3-128	3856	Maar ik snap niet hoe u dat te weten bent gekomen.	11	6.75	5.25	1237.3125	1229.75	1329.75	1404.375	0.25	0.75	202.875
avg	2-66	1857	Ik kreeg het gevoel dat er een ondoordringbaar gordijn tussen ons werd neergelaten waarachter ze haar ware persoonlijkheid verborg.	19	15.499999999999998	11.0	2342.7833333333333	2327.1	2893.9	3120.9	1.0000000000000002	2.9000000000000004	470.29999999999995
avg	2-150	2511	Op Styles zal Inglethorp of als hij weigert, wat niet onwaarschijnlijk is, zal ik je die bewijzen aan de hand doen, die je ervan zullen overtuigen dat je in de zaak tegen hem geen been hebt om op te staan.	40	38.69999999999999	16.999999999999993	5673.301388888888	5776.899999999999	6249.9	8943.1	10.799999999999995	8.299999999999997	5463.1
avg	2-79	1956	Iedere nieuwe bijzonderheid lijkt dat steeds duidelijker aan te tonen.	10	9.7	6.1000000000000005	1481.5916666666667	1515.8000000000002	1727.8	2030.8	1.7000000000000002	2.0000000000000004	606.6
avg	2-30	1510	Mevrouw Inglethorp liet haar geld na aan haar oudste stiefzoon, omdat ze wist dat hij Styles in stand moest houden.	20	16.6	10.399999999999999	2777.475	2794.5	2943.2999999999997	3436.9999999999995	2.500000000000001	3.0	1062.2
avg	2-145	2471	Maar u bent er van het begin af aan bij geweest en u hebt misschien hier of daar wat opgevangen.	20	11.100000000000001	8.3	1978.9333333333336	1989.1000000000001	2050.3	2330.0	1.1	1.2999999999999998	262.9
avg	3-13	2847	Hij leek wel helemaal gek geworden.	6	4.75	2.875	674.21875	680.5	774.625	884.125	0.5	1.0	164.125
avg	4-137	4974	Men zou hem de kamer uit kunnen zien komen, hij zou gefouilleerd kunnen worden.	14	8.125	5.375	1428.8125	1455.125	1489.75	1630.125	0.625	1.125	239.875
avg	4-76	4636	Nu was er op Styles maar een persoon die op het land werkte ÃƒÂ  mevrouw Cavendish.	16	12.125	7.875	2062.666666666667	2002.5	2339.25	2634.875	1.5	2.25	543.25
avg	4-30	4331	Nee, ze hadden de brief niet bewaard.	7	5.375	3.75	873.3958333333334	892.375	954.75	1059.125	0.5	0.75	205.375
avg	2-153	2540	Maar hier is alles pasklaar.	5	4.8999999999999995	3.0	796.6999999999999	784.3	874.8999999999999	966.5	0.4	0.6000000000000001	287.40000000000003
avg	1-60	383	We hebben allerlei geheime voorraden in die kast.	8	7.699999999999999	4.1000000000000005	1133.966666666667	1135.6000000000001	1278.9	1521.6999999999998	1.2000000000000002	1.5000000000000002	451.79999999999995
avg	3-47	3100	Juffrouw Cynthia heeft eens voor nikker gespeeld, en och, och, een moeite dat ze d'r mee gehad heeft!	18	16.25	9.0	2608.458333333333	2573.75	2737.875	3343.25	2.5	3.125	3015.875
avg	4-135	4967	Stel je eens even die situatie voor!	7	4.625	3.5	971.625	984.375	1000.625	1084.0	0.375	0.5	165.5
avg	1-85	543	En 't ergste van alles is dat ze zichzelf heeft opgesloten!	11	8.399999999999999	5.9	1450.45	1448.4999999999998	1673.0	1864.5	0.5	1.1	244.89999999999998
avg	1-100	653	Ze deinsde achteruit tegen de muur met wijd opengesperde ogen.	10	6.1	4.5	1113.8500000000001	1095.5	1190.4	1227.6000000000001	0.2	0.7	62.4
avg	2-149	2498	Poirot dacht een ogenblik na.	5	2.9000000000000004	2.2	476.55	474.29999999999995	557.4	557.4	0.0	0.4	12.7
avg	2-170	2665	Als ik me niet heel sterk vergis, is er vandaag bij het vooronderzoek misschien maar door een persoon, hooguit door twee, zonder voorbehoud of uitvluchten de waarheid gesproken.Ach	28	25.199999999999996	14.900000000000002	3984.508333333333	4036.4	4456.9	5296.6	3.6000000000000005	5.0	1629.4000000000003
avg	4-17	4254	De openbare aanklager, Philips, opende de zaak voor de Kroon.	10	9.0	5.0	1365.75	1380.75	1646.75	1959.875	1.625	2.75	182.0
avg	3-5	2753	U bent fantastisch, daar gaat niets van af, monsieur Poirot!	10	9.125	5.375	1319.8125	1406.0	1517.0	1769.25	1.625	2.125	386.375
avg	4-128	4932	Maar ze waren nog niet tevreden.	6	4.375	2.625	871.5416666666666	867.625	867.625	1111.75	0.75	0.625	280.375
avg	3-59	3220	U zult datgene doen, wat ik wil dat u doet.	10	8.25	4.75	1269.4166666666665	1279.375	1463.5	1703.625	1.25	2.0	500.5
avg	4-58	4501	De bereidheid waarmee hij zijn financiele moeilijkheden en de onenigheid met zijn stiefmoeder toegaf, verleende kracht aan zijn ontkenningen.	19	18.75	10.875	2754.739583333333	2712.5	3414.125	3790.125	2.0	4.25	926.75
avg	4-11	4213	Maar als het daarentegen John is geweest, wordt de hele zaak vanzelfsprekend duidelijk.	13	8.875	6.125	1432.8333333333335	1412.0	1638.625	1868.875	0.875	1.875	589.25
avg	1-16	67	Mijn vrouw werkt geregeld 'op het land'.	7	7.7	3.6	1069.0666666666666	988.2	1242.8	1589.8999999999999	1.5	2.1999999999999997	715.6
avg	3-56	3191	Ze zat hem gefascineerd aan te staren en maakte een kort bevestigend gebaar.	13	10.875	7.5	1691.78125	1705.0	1929.5	2201.375	1.375	2.25	490.5
avg	3-58	3213	En ik, ik heb ook een intuÃ‚Â´tie.	7	5.875	3.625	955.5208333333334	921.375	967.625	1219.625	0.875	1.0	730.375
avg	3-87	3494	Omdat, omdat, wie zou het gedaan moeten hebben?	8	6.625	4.25	1061.6458333333333	1071.125	1365.125	1428.875	0.25	1.375	173.75
avg	1-46	306	De Inglethorps kwamen niet te voorschijn.	6	6.5	3.0999999999999996	829.5999999999999	848.3999999999999	1070.2	1230.8	0.5	1.0	370.5
avg	3-97	3587	Ja, dat is mogelijk, gaf John toe.	7	4.75	3.375	839.4166666666666	797.875	934.375	978.625	0.125	0.5	329.0
avg	2-35	1554	Waar is het dan nu?	5	3.8999999999999995	2.2	695.1166666666667	701.5999999999999	701.5999999999999	828.5999999999999	0.7	0.6000000000000001	50.7
avg	4-11	4212	Als het nu Lawrence was geweest, dan bleef het gedrag van Mary even onverklaarbaar.	14	12.5	6.625	1691.9583333333333	1660.875	1861.125	2472.75	2.625	2.875	675.5
avg	2-109	2191	Bij haar sterven en enige tijd daarvoor had mijn moeder een tonicum dat strychnine bevatte.	15	19.8	7.8999999999999995	2506.68	2515.2999999999997	2737.1000000000004	4312.400000000001	6.000000000000001	4.9	1950.4000000000003
avg	1-110	727	Het huis waar de Belgen zaten lag in het dorp, niet ver van de ingang van het park.	18	12.299999999999999	6.999999999999999	1920.983333333333	1900.1999999999996	2003.3999999999999	2449.899999999999	1.8000000000000005	2.4000000000000004	438.3
avg	3-154	4084	Die dag dat wij er waren, is hij niet eens in de buurt van de vergifkast geweest!	17	11.75	7.75	1887.25	1877.625	2064.25	2342.25	1.25	2.375	555.625
avg	3-112	3719	Voor het ogenblik schoof ik iedere verdenking tegen haar geheel terzijde.	11	9.625	6.625	1775.4791666666665	1708.75	1871.625	2122.625	1.25	1.5	463.5
avg	3-79	3419	Ik werd met een schok wakker.	6	4.125	2.875	680.5208333333333	673.875	695.25	832.0	0.5	0.5	528.75
avg	2-124	2305	In ieder geval is al dit flauwe gedoe tijdverspillen, ging ze verder, met een minachtende blik op de jury.	19	15.799999999999999	10.2	2618.6000000000004	2662.6000000000004	2761.9	3367.0000000000005	2.6000000000000005	2.7	970.4
avg	1-17	74	Nee, Cynthia is een protegeetje van mijn moeder; ze is de dochter van een vroegere schoolvriendin van haar, die getrouwd was met een louche advocaat.	25	27.499999999999996	12.6	3473.1466666666665	3504.6000000000004	4046.7000000000003	5601.5	6.3999999999999995	6.8999999999999995	1938.3999999999999
avg	2-125	2314	In antwoord op de vragen van de lijkschouwer verklaarde hij dat hij gediplomeerd apothekersassistent was, maar pas kort bij deze zaak werkte omdat de vroegere assistent in dienst moest.	29	24.799999999999997	15.299999999999999	3733.2833333333338	3811.8	4232.8	5095.500000000001	3.6999999999999997	4.6000000000000005	747.5000000000001
avg	4-134	4963	Omdat hij nu ook weer niet het allergrootste risico durfde lopen, namelijk hem bij zich te hebben.	17	15.375	8.625	2572.2500000000005	2617.75	2732.25	3134.75	2.375	2.625	1326.0
avg	1-41	261	Die man is twintig jaar jonger dan jij en je hoeft je echt geen illusies te maken over de reden waarom hij je getrouwd heeft.	25	16.5	11.900000000000002	2831.0999999999995	2833.8999999999996	3018.1999999999994	3374.7	1.5000000000000002	2.4	748.1
avg	3-114	3730	Hij floot schel tussen zijn tanden, toen ik hem het nieuws meedeelde.	12	8.875	6.5	1397.7916666666665	1407.125	1550.625	1695.125	0.75	1.625	185.25
avg	3-44	3080	Tegenwoordig niet zo dikwijls meer, monsieur, hoewel we soms nog wel eens, wat de jonge heren noemen, een 'kostumeeravond' hebben.	20	16.875	11.25	2721.3875000000003	2746.0	3343.375	3533.375	1.0	3.0	400.75
avg	3-58	3208	Ik wil het niet bekennen, zelfs niet aan mezelf.	9	6.375	4.25	1124.2083333333333	1149.375	1268.125	1285.5	0.125	0.75	568.75
avg	3-162	4167	Mary Cavendish, die achter mij gestaan had, viel zwaar tegen mij aan; zij slaakte een wilde kreet.	17	15.125	10.375	2345.875	2337.375	2665.625	2912.125	1.25	2.875	502.625
avg	2-85	2008	Vreemd is het zeker, stemde ik toe.	7	5.7	3.5	821.7666666666667	789.0	864.8	1124.0	1.2000000000000002	1.2	296.0
avg	3-118	3775	Nou, eigenlijk heeft niemand het mij met zoveel woorden gezegd, bekende ik.	12	9.875	6.5	1591.4166666666667	1621.5	1751.0	1944.125	1.0	1.625	296.625
avg	1-20	103	Ze ging ons voor, om het huis heen, naar de plek waar de thee klaarstond in de schaduw van een grote esdoorn.	22	18.799999999999994	10.7	2898.4750000000004	2887.0000000000005	3212.100000000001	3849.8000000000006	2.900000000000001	4.0	1161.7999999999997
avg	2-89	2044	Ik hoorde nauwelijks wat Poirot antwoordde.	6	6.0	3.1	911.3499999999999	885.7	1056.6	1302.3	1.0	1.6	500.20000000000005
avg	3-59	3225	Ik ben aldoor op m'n hoede, altijd vol hoop dat ik het bij het verkeerde eind zal hebben.	18	13.25	8.0	1949.28125	2017.5	2113.875	2672.375	3.125	3.25	1027.125
avg	2-133	2390	Ik ben de hele middag niet thuis geweest.	8	4.6000000000000005	3.6999999999999997	829.2833333333334	834.5999999999999	859.5	921.0	0.30000000000000004	0.5	317.6
avg	3-118	3774	Wie heeft je dat verteld, beste vriend?	7	5.375	4.375	879.375	915.0	974.5	1009.125	0.375	0.875	40.25
avg	2-39	1596	Ze zei alleen tegen Willum dat hij op de fiets naar het dorp moest om een formulier voor een testament te halen of zoiets, ik weet niet precies wat, ze heeft het voor 'm opgeschreven.En?	35	26.999999999999996	16.9	4348.825000000001	4369.200000000001	4885.9	5750.4	3.6000000000000005	5.0	1111.6
avg	2-115	2228	Ik geloof eigenlijk niet dat we u op dat punt nog verder hoeven lastig te vallen.	16	9.8	7.6000000000000005	1869.8999999999996	1902.2999999999997	1984.8999999999996	2017.8999999999996	0.2	0.7999999999999999	316.4
avg	3-114	3735	Nou, wat moeten we doen?	5	3.5	2.875	630.7708333333333	617.0	617.0	773.0	0.5	0.375	146.375
avg	4-48	4467	Met een gezicht waarop duidelijk voldoening stond te lezen, merkte Sir Ernest op: Ik heb u verder niets meer te vragen, meneer Cavendish.	23	16.375	11.875	2740.958333333333	2734.625	2885.625	3082.0	0.875	1.75	630.25
avg	4-43	4423	Voor het geval er iets met uw broer gebeurt, wie erft dan Styles Court?	14	12.625	6.125	1927.1666666666665	1943.75	2054.375	2596.0	2.625	2.875	1306.25
avg	4-18	4259	Zij was hun goede en vrijgevige weldoenster geweest.	8	8.875	4.25	1099.9020833333334	1074.5	1299.875	1776.375	2.125	2.125	572.5
avg	1-78	508	Het was een prachtige avond, warm en bladstil. Mary wuifde zichzelf zachtjes wat koelte toe met een palmblad. Wat is het warm, zuchtte ze.	24	21.3	12.500000000000002	3276.833333333334	3260.3	3715.9000000000005	4411.5	3.0	4.7	1662.2999999999997
avg	3-23	2922	Ik vraag me werkelijk af of ze op dat punt wel helemaal normaal is.	14	8.0	6.0	1336.5625	1341.625	1472.0	1550.375	0.5	1.25	176.125
avg	4-69	4589	Maar voordat ik kon antwoorden, vloog hij de straat al op.	11	8.125	4.75	1305.7708333333333	1342.0	1477.0	1687.625	1.0	1.625	383.75
avg	4-103	4791	Er was iets merkwaardigs met die vlek.	7	4.375	3.125	693.75	711.0	770.625	827.0	0.375	0.75	70.25
avg	4-19	4263	Gelukkig voor de heer Inglethorp was deze in staat geweest zich een onaanvechtbaar alibi te verschaffen.	16	15.875	9.375	2206.427083333333	2296.125	2615.25	3221.0	2.75	3.75	645.125
avg	4-153	5093	Ze zei dat het haar helemaal niets kon schelen.	9	6.0	4.75	1161.125	1164.625	1268.5	1310.125	0.125	0.75	187.75
avg	2-18	1410	Ik vroeg me af of hij wist dat wij hem verdachten.	11	9.200000000000001	4.6	1397.0666666666666	1400.3000000000002	1487.1999999999998	1764.1999999999998	1.2999999999999998	1.6	1151.1
avg	2-118	2255	Ze wachtte even en scheen na te denken, uiterlijk nog steeds even kalm als tevoren.	15	11.0	7.199999999999999	1686.2333333333333	1665.1000000000004	1910.5000000000002	2395.3999999999996	1.8	2.8000000000000007	584.6000000000001
avg	2-164	2612	Och, grotendeels wel wat ik verwachtte.	6	4.5	2.8000000000000003	690.4499999999999	725.3	792.4	837.6999999999999	0.30000000000000004	0.8999999999999999	294.7
avg	4-70	4594	Daar gaat-ie de hoek om!	5	3.5	2.125	661.8958333333333	674.0	759.25	759.25	0.0	0.375	72.0
avg	3-109	3693	Hebt u 't nog niet gehoord?	6	4.0	2.875	700.0625	688.25	706.5	737.125	0.125	0.25	142.625
avg	2-104	2157	Het is mogelijk, maar strychnine is een tamelijk snelwerkend vergif.	10	7.3	5.3	1219.3833333333334	1267.2	1367.5	1516.4	0.8	1.4	205.60000000000002
avg	3-90	3532	Zo is het niet gegaan.	5	3.375	2.0	606.6875	594.375	651.25	684.875	0.125	0.375	455.75
avg	4-35	4365	Meneer Hastings, u denkt toch niet, het kan toch beslist niet Lawrence geweest zijn ÃƒÂ  o nee, dat kan eenvoudig niet!	21	20.125	10.25	3031.822916666667	3050.0	3275.75	4158.625	4.375	4.375	1654.125
avg	2-28	1502	In geval van overlijden van mevrouw Inglethorp, wie erft dan haar geld?	12	9.4	5.8999999999999995	1540.1333333333334	1581.6000000000004	1669.5000000000002	1863.4	1.1	1.6000000000000003	442.49999999999994
avg	3-22	2914	O! zei ik nogal perplex.	5	3.875	3.125	692.0625	703.25	736.125	784.75	0.25	0.5	74.0
avg	2-117	2246	Ik kan me werkelijk niet herinneren iets gehoord te hebben.	10	6.8999999999999995	4.6	1113.1	1134.6	1212.3999999999999	1403.8	1.0	1.2000000000000002	404.99999999999994
avg	1-51	340	Nu was die veiligheid verdwenen, en het leek alsof er wantrouwen voor in de plaats gekomen was.	17	11.6	8.5	2001.9666666666667	2024.1	2087.2999999999997	2321.5	1.3000000000000003	1.7000000000000002	525.5
avg	1-123	845	Om een uur of acht.	5	3.3	2.0	487.58333333333326	492.29999999999995	513.6	611.7	0.4	0.5	771.5999999999999
avg	1-49	328	En dan zou ik nu niet zo verdraaid krap in m'n geld zitten.	13	8.9	6.4	1583.8000000000002	1573.3	1708.8	1826.8	0.5	1.1	220.2
avg	3-36	3018	Door de algemene opluchting over het op handen zijnde vertrek van Inglethorp waren we aan het ontbijt opgewekter dan we sinds het drama geweest waren.	25	22.25	13.875	3571.8645833333335	3578.75	3971.875	4915.375	3.25	4.375	1075.375
avg	2-99	2130	Waarschijnlijk een slimme combinatie van beide.	6	5.6	4.2	1001.3333333333333	1017.9000000000001	1097.6	1275.8	0.7	1.0	813.1
avg	3-129	3864	Ja, beste vriend, ik voel me weer een ander mens!	10	6.25	5.0	1242.3125	1247.0	1297.375	1324.75	0.125	0.5	200.0
avg	2-91	2074	Het is de sleutel tot het hele raadsel!	8	4.8	2.9	805.5999999999999	796.8	824.1999999999999	970.8000000000001	0.8	0.8	273.8
avg	2-147	2488	Maar je zult er geen eer mee inleggen, de zaak tegen hem zal onmiddellijk afgewezen worden!	16	12.999999999999998	8.9	2207.565	2237.0	2404.1	2805.9999999999995	1.6	1.9000000000000001	757.3999999999999
avg	4-119	4875	Om te beginnen zou, wie er verder ook voordeel mocht hebben van mevrouw Inglethorps dood, haar man er het meeste profijt van hebben.	23	18.5	12.5	3161.1041666666665	3178.0	3467.875	3975.5	2.625	3.25	1149.625
avg	3-68	3303	Jij bent geen kenner, is 't wel, Hastings?	8	8.25	4.375	1246.3125	1225.5	1283.375	1643.5	2.0	1.75	881.375
avg	2-35	1558	Hij haalde het verschroeide stukje papier te voorschijn dat we in de haard in mevrouw Inglethorps kamer hadden gevonden en gaf het aan de notaris met een korte verklaring wanneer en waar we het gevonden hadden.	36	21.9	16.599999999999994	3783.683333333334	3808.6000000000004	4034.000000000001	4296.900000000001	1.0	2.4000000000000004	616.6
avg	2-75	1929	Voor de zekerheid probeerde ze eerst die woorden op een kladblaadje, 'bezeten', 'in bezit zijn van', 'bezeten worden' enzovoorts.	19	18.8	9.9	2900.461666666667	2858.8	3568.0	4303.0	2.4000000000000004	4.2	1443.5
avg	1-76	492	Mevrouw Inglethorp kwam als laatste beneden.	6	6.8999999999999995	4.1000000000000005	1042.65	1036.5	1183.7	1456.8999999999999	1.1	1.6	818.9
avg	3-144	3984	O nee, monsieur, hij is alleen maar even met de trein naar Tadminster.	13	9.5	5.75	1508.8541666666665	1531.75	1775.125	1986.125	0.875	1.75	455.25
avg	3-162	4159	Wat is er gebeurd, Dorcas? vroeg ik ongeduldig.	8	5.25	3.625	858.0625	859.5	869.25	890.5	0.125	0.25	198.5
avg	3-72	3345	Maar ik wel, mengde Lawrence zich opeens in het gesprek.	10	8.0	5.375	1197.75	1212.625	1414.375	1578.0	1.0	1.875	477.375
avg	1-143	1001	Poirot, riep ik, waar zit je?	6	3.9000000000000004	2.3	598.8666666666667	584.8	725.6999999999999	780.2999999999998	0.30000000000000004	0.7	585.1999999999999
avg	1-90	582	Maar toen wij binnenkwamen, ontspanden haar spieren zich en viel zij terug in de kussens.	15	12.999999999999998	8.2	2018.1166666666668	2086.4	2293.6	2740.100000000001	2.5000000000000004	2.9000000000000004	362.9
avg	4-131	4949	Mevrouw Inglethorp is uit en hij gaat een brief zitten schrijven aan zijn handlangster, die, naar hij vreest, in paniek zal raken door het falen van hun plan.	28	25.0	13.5	3711.9854166666664	3789.875	4019.625	5207.875	5.75	5.75	2092.25
avg	2-105	2169	Ik moet zeggen, ging de dokter verder, dat het me ook hogelijk verbaasd zou hebben, als het resultaat anders was geweest.	21	17.4	11.399999999999999	2909.3999999999996	2891.3000000000006	2957.000000000001	3600.6	2.6000000000000005	2.4	1031.9
avg	1-98	635	Daar hebt u zeker geen bezwaar tegen?	7	5.6	2.4	750.1833333333334	734.0	867.3000000000001	997.3999999999999	0.6	1.0000000000000002	350.0
avg	1-99	648	Ik keek om me heen en zag dat de anderen buiten gehoorsafstand waren.	13	8.0	6.0	1466.4	1462.4	1503.4	1597.1	0.5	0.7999999999999999	339.1
avg	3-121	3803	Zolang er maar flink over geroddeld werd dat je die twee steeds samen zag, bleef alles wat de dokter verder uitspookte onopgemerkt.	22	20.125	12.125	3153.2291666666665	3118.125	3550.5	4310.125	2.75	4.0	1290.75
avg	2-152	2530	Beste Poirot, ik ben er zeker van dat je in staat zou zijn er wel zeventig te bedenken!	18	12.000000000000002	8.5	2173.4166666666665	2166.2000000000003	2211.6	2578.9	1.7000000000000002	1.8000000000000003	840.5
avg	1-41	258	Kan me niet schelen, als het maar een beetje tot haar doorgedrongen is.	13	10.2	5.3	1653.9333333333334	1673.3	1841.0	2057.0	1.2	1.8000000000000003	1124.4
avg	2-8	1335	En het half lege kopje op de schoorsteenmantel zal dat van meneer Lawrence Cavendish zijn.	15	13.299999999999999	8.1	1828.9233333333334	1867.9	2209.5	2653.6	2.2	3.0000000000000004	393.7
avg	1-40	242	Het spijt me, Mary, maar het is goed donderen.	9	9.3	4.3	1111.2166666666667	1110.3999999999999	1201.1	1934.1	2.8	1.9999999999999998	660.8
avg	2-132	2376	Ik moet dus aannemen dat u weigert te vertellen waar u was op het tijdstip waarop meneer Mace, zoals hij stellig beweert, u de winkel in zag komen om strychnine te kopen?	32	19.700000000000003	14.300000000000002	3058.133333333334	3119.5000000000005	3286.9	3710.2000000000003	2.0	3.1000000000000005	953.6
avg	4-161	5150	Poirot had de deur geopend, haar aangekeken en haar gekwelde blik gezien; hij had vriendelijk geknikt.	16	12.75	7.375	2170.333333333333	2197.625	2330.25	2577.875	1.25	2.125	720.875
avg	4-60	4513	Nou, nee, maar we waren allebei kwaad en ik geloof dat je in zo'n geval wel eens meer ondoordachte dingen zegt.	21	14.25	9.75	2378.1979166666665	2413.0	2608.375	2953.25	1.375	2.5	751.0
avg	2-113	2217	Dus liet men tenslotte de kwestie van het tonicum verder rusten, en zette de lijkschouwer zijn ondervraging voort.	18	15.799999999999997	9.5	2398.8333333333335	2491.1000000000004	2905.1	3411.4	2.4000000000000004	3.8000000000000007	480.40000000000003
avg	1-157	1136	Ik denk niet dat je me kunt vertellen aan wie die brieven gericht waren?	14	8.100000000000001	5.9	1348.3500000000001	1334.4	1388.8999999999999	1523.7	0.7999999999999999	1.0	765.5
avg	2-45	1652	Wat had ik het vlug en luchthartig uit mijn gedachten gezet.	11	8.700000000000001	5.699999999999999	1455.8333333333333	1465.3	1565.8	1755.7999999999997	0.8999999999999999	1.4000000000000001	509.4
avg	1-95	615	Gefascineerd keken we toe, hoewel ik geloof dat we allemaal in ons hart al wisten dat het te laat was om nog iets te kunnen doen.	26	15.799999999999999	9.6	2652.5499999999997	2662.5999999999995	2886.1999999999994	3183.6	1.4000000000000004	2.2	1588.2
avg	4-153	5085	Omdat hij verliefd op haar is.	6	2.875	2.375	618.5	618.5	618.5	618.5	0.0	0.0	17.5
avg	2-69	1882	Hij pakte zijn aktentas op en we liepen door de openslaande deuren in de zitkamer naar buiten.	17	12.200000000000003	8.3	1992.7499999999998	1992.0999999999997	2216.3999999999996	2540.7999999999997	1.1	1.9000000000000001	452.1
avg	2-47	1675	Hebben ze hem al naar de gevangenis gebracht?	8	6.499999999999999	4.1	1047.1	1074.3	1121.1	1313.2	0.8999999999999999	0.9000000000000001	410.6
